("37.7411994934,-25.6979007721,João Paulo II Airport,PDL"
 "40.692501068115234,-74.168701171875,Newark Liberty International Airport,EWR"
 "16.74139976501465,-22.949399948120117,Amílcar Cabral International Airport,SID"
 "17.935699462890625,-76.7874984741211,Norman Manley International Airport,KIN"
 "21.6796,39.156502,King Abdulaziz International Airport,JED"
 "45.6306,8.72811,Malpensa International Airport,MXP"
 "24.433000564575195,54.651100158691406,Abu Dhabi International Airport,AUH"
 "52.1656990051,20.967100143399996,Warsaw Chopin Airport,WAW"
 "59.80030059814453,30.262500762939453,Pulkovo Airport,LED"
 "38.2924003601,27.156999588,Adnan Menderes International Airport,ADB"
 "-1.31923997402,36.9277992249,Jomo Kenyatta International Airport,NBO"
 "30.194499969482422,-97.6698989868164,Austin Bergstrom International Airport,AUS"
 "46.223701,14.4576,Ljubljana Jože Pučnik Airport,LJU"
 "7.180759906768799,79.88410186767578,Bandaranaike International Colombo Airport,CMB"
 "49.193901062,-123.183998108,Vancouver International Airport,YVR"
 "35.531700134277344,24.149700164794922,Chania International Airport,CHQ"
 "45.7429008484,16.0687999725,Zagreb Airport,ZAG"
 "30.578500747680664,103.9469985961914,Chengdu Shuangliu International Airport,CTU"
 "50.1100006104,22.0189990997,Rzeszów-Jasionka Airport,RZE"
 "38.7812995911,-9.13591957092,Lisbon Portela Airport,LIS"
 "52.18090057373047,-9.52377986907959,Kerry Airport,KIR"
 "40.632099,8.29077,Alghero-Fertilia Airport,AHO"
 "50.077701568603516,19.784799575805664,John Paul II International Airport Kraków-Balice Airport,KRK"
 "22.989200592041016,-82.40910339355469,José Martí International Airport,HAV"
 "53.910301208496094,-8.818490028381348,Ireland West Knock Airport,NOC"
 "41.92359924316406,8.8029203414917,Ajaccio-Napoléon Bonaparte Airport,AJA"
 "48.66310119628906,21.241100311279297,Košice Airport,KSC"
 "22.3089008331,113.915000916,Chek Lap Kok International Airport,HKG"
 "48.7233333,2.3794444,Paris-Orly Airport,ORY"
 "32.01139831542969,34.88669967651367,Ben Gurion International Airport,TLV"
 "43.0973014832,6.14602994919,Toulon-Hyères Airport,TLN"
 "42.5614013671875,18.268199920654297,Dubrovnik Airport,DBV"
 "42.696693420410156,23.411436080932617,Sofia Airport,SOF"
 "55.95000076293945,-3.372499942779541,Edinburgh Airport,EDI"
 "35.726898193400004,-5.91689014435,Ibn Batouta Airport,TNG"
 "47.618598938,-52.7518997192,St. John's International Airport,YYT"
 "40.467498779296875,50.04669952392578,Heydar Aliyev International Airport,GYD"
 "43.53889846801758,16.29800033569336,Split Airport,SPU"
 "47.988800048799995,10.2395000458,Memmingen Allgau Airport,FMM"
 "38.905399,16.2423,Lamezia Terme Airport,SUF"
 "40.63980103,-73.77890015,John F Kennedy International Airport,JFK"
 "37.417999267578125,-5.8931097984313965,Sevilla Airport,SVQ"
 "46.46770095825195,24.412500381469727,Transilvania Târgu Mureş International Airport,TGM"
 "45.21689987182617,14.570300102233887,Rijeka Airport,RJK"
 "60.193901062012,11.100399971008,Oslo Gardermoen Airport,OSL"
 "62.5625,6.119699954986572,Ålesund Airport,AES"
 "49.15129852294922,16.694400787353516,Brno-Tuřany Airport,BRQ"
 "58.876701354,5.6377801895,Stavanger Airport Sola,SVG"
 "25.2527999878,55.3643989563,Dubai International Airport,DXB"
 "31.606899261499997,-8.03629970551,Menara Airport,RAK"
 "56.2999992371,10.619000434899998,Aarhus Airport,AAR"
 "28.452699661254883,-13.863800048828125,Fuerteventura Airport,FUE"
 "43.32350158691406,3.3538999557495117,Béziers-Vias Airport,BZR"
 "45.200802,7.64963,Turin Airport,TRN"
 "36.85100173950195,10.22719955444336,Tunis Carthage International Airport,TUN"
 "41.257900238,69.2811965942,Tashkent International Airport,TAS"
 "30.325000762939453,-9.413069725036621,Al Massira Airport,AGA"
 "41.961601,21.621401,Skopje Alexander the Great Airport,SKP"
 "43.4683333,-1.5311111,Biarritz-Anglet-Bayonne Airport,BIQ"
 "42.431702,14.1811,Pescara International Airport,PSR"
 "59.651901245117,17.918600082397,Stockholm-Arlanda Airport,ARN"
 "45.3224983215332,-75.66919708251953,Ottawa Macdonald-Cartier International Airport,YOW"
 "37.75090026855469,20.884300231933594,Dionysios Solomos Airport,ZTH"
 "2.745579957962,101.70999908447,Kuala Lumpur International Airport,KUL"
 "48.689899444599995,9.22196006775,Stuttgart Airport,STR"
 "40.6576,17.947001,Brindisi – Salento Airport,BDS"
 "36.405399322509766,28.086200714111328,Diagoras Airport,RHO"
 "60.317199707031,24.963300704956,Helsinki Vantaa Airport,HEL"
 "44.82529830932617,0.5186110138893127,Bergerac-Roumanière Airport,EGC"
 "49.6963005065918,18.111099243164062,Ostrava Leos Janáček Airport,OSR"
 "31.673000335699996,6.140439987180001,Oued Irara Airport,HME"
 "24.963199615478516,91.8667984008789,Osmany International Airport,ZYL"
 "59.34529876709,5.2083601951599,Haugesund Airport,HAU"
 "46.58769989013672,0.30666598677635193,Poitiers-Biard Airport,PIS"
 "54.618099212646484,-5.872499942779541,George Best Belfast City Airport,BHD"
 "63.4578018,10.9239998,Trondheim Airport Værnes,TRD"
 "55.8718986511,-4.43306016922,Glasgow International Airport,GLA"
 "13.7332,-60.952599,Hewanorra International Airport,UVF"
